,Unnamed: 0,class,language,question,pos,ner
125,125,DATE,es,¿Cuándo fue abolida la pena de muerte en Francia?,"['PUNCT', 'PRON', 'AUX', 'VERB', 'DET', 'NOUN', 'ADP', 'NOUN', 'ADP', 'PROPN', 'PUNCT']","['MISC', 'MISC', '', '', '', '', '', '', '', 'LOC', '']"
126,126,DATE,nl,Wanneer werd de doodstraf afgeschaft in Frankrijk?,"['ADV', 'VERB', 'DET', 'NOUN', 'VERB', 'ADP', 'NOUN', 'PUNCT']","['', '', '', '', '', '', 'LOC', '']"
127,127,DATE,en,When was the death penalty abolished in France?,"['ADV', 'VERB', 'DET', 'NOUN', 'NOUN', 'VERB', 'ADP', 'PROPN', 'PUNCT']","['', '', '', '', '', '', '', 'GPE', '']"
128,128,DATE,it,Quando è stata varata la legge sui crimini informatici?,"['ADV', 'AUX', 'AUX', 'VERB', 'DET', 'NOUN', 'ADP', 'NOUN', 'ADJ', 'PUNCT']","['', '', '', '', '', '', '', '', '', '']"
129,129,DATE,es,¿Cuándo se aprobó la ley sobre crímenes informáticos?,"['PUNCT', 'PRON', 'PRON', 'VERB', 'DET', 'NOUN', 'ADP', 'NOUN', 'ADJ', 'PUNCT']","['MISC', 'MISC', '', '', '', '', '', '', '', '']"
130,130,DATE,nl,Wanneer trad de wet op de computercriminaliteit in werking?,"['ADV', 'VERB', 'DET', 'NOUN', 'ADP', 'DET', 'NOUN', 'ADP', 'X', 'PUNCT']","['', '', '', '', '', '', '', '', '', '']"
131,131,DATE,en,When was the law on computer crimes passed?,"['ADV', 'VERB', 'DET', 'NOUN', 'ADP', 'NOUN', 'NOUN', 'VERB', 'PUNCT']","['', '', '', '', '', '', '', '', '']"
132,132,PERSON,it,Chi è il presidente della Francia?,"['PRON', 'VERB', 'DET', 'NOUN', 'ADJ', 'PROPN', 'PUNCT']","['', '', '', '', '', 'LOC', '']"
133,133,PERSON,es,¿Quién es el presidente de la república francesa?,"['PUNCT', 'PRON', 'AUX', 'DET', 'NOUN', 'ADP', 'DET', 'NOUN', 'ADJ', 'PUNCT']","['MISC', 'MISC', '', '', '', '', '', '', '', '']"
134,134,PERSON,nl,Wie is de president van Frankrijk?,"['PRON', 'VERB', 'DET', 'NOUN', 'ADP', 'NOUN', 'PUNCT']","['', '', '', '', '', 'LOC', '']"
135,135,PERSON,en,Who is the President of the French Republic?,"['PRON', 'VERB', 'DET', 'PROPN', 'ADP', 'DET', 'PROPN', 'PROPN', 'PUNCT']","['', '', '', '', '', 'GPE', 'GPE', 'GPE', '']"
136,136,MEASURE,it,Per quanto tempo è stato al potere in Corea del Nord Kim Il Sung?,"['ADP', 'PRON', 'NOUN', 'AUX', 'VERB', 'DET', 'NOUN', 'ADP', 'PROPN', 'DET', 'PROPN', 'PROPN', 'PROPN', 'PROPN', 'PUNCT']","['', '', '', '', '', '', '', '', 'LOC', 'LOC', 'LOC', 'PER', 'PER', 'PER', '']"
137,137,MEASURE,es,¿Cuánto tiempo ha estado en el poder Kim Il Sung en Corea del Norte?,"['PUNCT', 'VERB', 'NOUN', 'AUX', 'VERB', 'ADP', 'DET', 'NOUN', 'PROPN', 'PROPN', 'PROPN', 'ADP', 'PROPN', 'ADP', 'PROPN', 'PUNCT']","['', 'LOC', '', '', '', '', '', '', 'PER', 'PER', 'PER', '', 'LOC', 'LOC', 'LOC', '']"
138,138,MEASURE,nl,Hoe lang is Kim Il Sung aan de macht geweest in Noord-Korea?,"['ADV', 'ADJ', 'VERB', 'NOUN', 'PROPN', 'PROPN', 'ADP', 'DET', 'NOUN', 'VERB', 'ADP', 'NOUN', 'PUNCT', 'PROPN', 'PUNCT']","['', '', '', 'PER', 'PER', 'PER', '', '', '', '', '', 'LOC', '', 'LOC', '']"
139,139,MEASURE,en,How long has Kim Il Sung been in power in North Korea?,"['ADV', 'ADV', 'VERB', 'PROPN', 'PROPN', 'PROPN', 'VERB', 'ADP', 'NOUN', 'ADP', 'PROPN', 'PROPN', 'PUNCT']","['', '', '', 'PERSON', 'PERSON', 'PERSON', '', '', '', '', 'GPE', 'GPE', '']"
140,140,PERSON,it,Come si chiama il figlio di Kim Il Sung?,"['ADV', 'PRON', 'VERB', 'DET', 'NOUN', 'ADP', 'PROPN', 'PROPN', 'PROPN', 'PUNCT']","['', '', '', '', '', '', 'PER', 'PER', 'PER', '']"
141,141,PERSON,es,¿Cómo se llama el hijo de Kim Il Sung?,"['PUNCT', 'PRON', 'PRON', 'VERB', 'DET', 'NOUN', 'ADP', 'PROPN', 'PROPN', 'PROPN', 'PUNCT']","['', 'LOC', '', '', '', '', '', 'PER', 'PER', 'PER', '']"
142,142,PERSON,nl,Hoe heet de zoon van Kim Il Sung?,"['ADV', 'VERB', 'DET', 'NOUN', 'ADP', 'NOUN', 'PROPN', 'PROPN', 'PUNCT']","['', '', '', '', '', 'PER', 'PER', 'PER', '']"
143,143,PERSON,en,What is the name of Kim Il Sung's son?,"['PRON', 'VERB', 'DET', 'NOUN', 'ADP', 'PROPN', 'PROPN', 'PROPN', 'PART', 'NOUN', 'PUNCT']","['', '', '', '', '', 'PERSON', 'PERSON', 'PERSON', 'PERSON', '', '']"
144,144,LOCATION,it,Qual è la capitale della Corea del Nord?,"['PRON', 'VERB', 'DET', 'NOUN', 'ADJ', 'PROPN', 'PROPN', 'PROPN', 'PUNCT']","['LOC', '', '', '', '', 'LOC', 'LOC', 'LOC', '']"
145,145,LOCATION,es,¿Cuál es la capital de Corea del Norte?,"['PUNCT', 'PRON', 'AUX', 'DET', 'NOUN', 'ADP', 'PROPN', 'ADP', 'PROPN', 'PUNCT']","['LOC', 'LOC', '', '', '', '', 'LOC', 'LOC', 'LOC', '']"
146,146,LOCATION,nl,Wat is de hoofdstad van Noord-Korea?,"['PRON', 'VERB', 'DET', 'NOUN', 'ADP', 'NOUN', 'PUNCT', 'PROPN', 'PUNCT']","['', '', '', '', '', 'LOC', '', 'LOC', '']"
147,147,LOCATION,en,What is the capital of North Korea?,"['PRON', 'VERB', 'DET', 'NOUN', 'ADP', 'PROPN', 'PROPN', 'PUNCT']","['', '', '', '', '', 'GPE', 'GPE', '']"
148,148,MEASURE,it,Quanti prigionieri politici ci sono in Corea del Nord?,"['DET', 'NOUN', 'ADJ', 'PRON', 'VERB', 'ADP', 'PROPN', 'PROPN', 'PROPN', 'PUNCT']","['', '', '', '', '', '', 'LOC', 'LOC', 'LOC', '']"
149,149,MEASURE,es,¿Cuántos prisioneros políticos hay en Corea del Norte?,"['PUNCT', 'NOUN', 'NOUN', 'ADJ', 'AUX', 'ADP', 'PROPN', 'ADP', 'PROPN', 'PUNCT']","['', 'ORG', '', '', '', '', 'LOC', 'LOC', 'LOC', '']"
150,150,MEASURE,nl,Hoeveel politieke gevangenen zijn er in Noord-Korea?,"['NUM', 'ADJ', 'VERB', 'VERB', 'ADV', 'ADP', 'NOUN', 'PUNCT', 'PROPN', 'PUNCT']","['', '', '', '', '', '', 'LOC', '', 'LOC', '']"
151,151,MEASURE,en,How many political prisoners are there in North Korea?,"['ADV', 'ADJ', 'ADJ', 'NOUN', 'VERB', 'ADV', 'ADP', 'PROPN', 'PROPN', 'PUNCT']","['', '', '', '', '', '', '', 'GPE', 'GPE', '']"
152,152,PERSON,it,Chi è al potere a Pyongyang?,"['PRON', 'VERB', 'DET', 'NOUN', 'ADP', 'PROPN', 'PUNCT']","['', '', '', '', '', 'PER', '']"
153,153,PERSON,es,¿Quién ostenta el poder en Pyongyang?,"['PUNCT', 'PRON', 'VERB', 'DET', 'NOUN', 'ADP', 'PROPN', 'PUNCT']","['PER', 'PER', '', '', '', '', 'LOC', '']"
154,154,PERSON,nl,Wie is er aan de macht in Pyongyang?,"['PRON', 'VERB', 'ADV', 'ADP', 'DET', 'NOUN', 'ADP', 'NOUN', 'PUNCT']","['', '', '', '', '', '', '', 'LOC', '']"
155,155,PERSON,en,Who is in power in Pyongyang?,"['PRON', 'VERB', 'ADP', 'NOUN', 'ADP', 'PROPN', 'PUNCT']","['', '', '', '', '', 'GPE', '']"
156,156,MEASURE,it,Quanti abitanti ha Mosca?,"['DET', 'NOUN', 'VERB', 'PROPN', 'PUNCT']","['', '', '', 'LOC', '']"
157,157,MEASURE,es,¿Cuántos habitantes hay en Moscú?,"['PUNCT', 'PROPN', 'NOUN', 'AUX', 'ADP', 'PROPN', 'PUNCT']","['', 'ORG', '', '', '', 'LOC', '']"
158,158,MEASURE,nl,Hoeveel inwoners telt Moskou?,"['NUM', 'NOUN', 'VERB', 'NOUN', 'PUNCT']","['', '', '', 'LOC', '']"
159,159,MEASURE,en,How many inhabitants are there in Moscow?,"['ADV', 'ADJ', 'NOUN', 'VERB', 'ADV', 'ADP', 'PROPN', 'PUNCT']","['', '', '', '', '', '', 'GPE', '']"
160,160,DATE,it,Qual è la data dell'entrata in vigore del Trattato di Maastricht?,"['PRON', 'VERB', 'DET', 'NOUN', 'DET', 'NOUN', 'ADP', 'NOUN', 'DET', 'PROPN', 'ADP', 'PROPN', 'PUNCT']","['', '', '', '', '', '', '', '', '', 'MISC', 'MISC', 'MISC', '']"
161,161,DATE,es,¿Qué día entró en vigor el Tratado de Maastricht?,"['PUNCT', 'DET', 'NOUN', 'VERB', 'ADP', 'NOUN', 'DET', 'PROPN', 'ADP', 'PROPN', 'PUNCT']","['MISC', 'MISC', '', '', '', '', '', 'MISC', 'MISC', 'MISC', '']"
162,162,DATE,nl,Op welke datum trad het Verdrag van Maastricht in werking?,"['ADP', 'PRON', 'NOUN', 'VERB', 'DET', 'NOUN', 'PROPN', 'PROPN', 'ADP', 'X', 'PUNCT']","['', '', '', '', '', 'MISC', 'MISC', 'MISC', '', '', '']"
163,163,DATE,en,On what day did the Maastricht Treaty come into effect?,"['ADP', 'DET', 'NOUN', 'VERB', 'DET', 'PROPN', 'PROPN', 'VERB', 'ADP', 'NOUN', 'PUNCT']","['', 'DATE', 'DATE', '', 'LAW', 'LAW', 'LAW', '', '', '', '']"
164,164,DATE,it,In quale anno la Norvegia respinse con referendum popolare il Trattato di adesione all'Unione Europea?,"['ADP', 'DET', 'NOUN', 'DET', 'PROPN', 'VERB', 'ADP', 'NOUN', 'ADJ', 'DET', 'NOUN', 'ADP', 'NOUN', 'ADV', 'PROPN', 'PROPN', 'PUNCT']","['', '', '', '', 'LOC', '', '', '', '', '', 'MISC', 'MISC', 'MISC', 'MISC', 'MISC', 'MISC', '']"
165,165,DATE,es,¿En qué año Noruega rechazó mediante referendum entrar en la Comunidad Europea?,"['PUNCT', 'ADP', 'DET', 'NOUN', 'PROPN', 'VERB', 'ADP', 'NOUN', 'VERB', 'ADP', 'DET', 'PROPN', 'PROPN', 'PUNCT']","['', '', '', '', 'LOC', '', '', '', '', '', '', 'ORG', 'ORG', '']"
166,166,DATE,nl,In welk jaar besloot Noorwegen middels een referendum om niet toe te treden tot de Europese Gemeenschap?,"['ADP', 'PRON', 'NOUN', 'VERB', 'NOUN', 'ADP', 'DET', 'NOUN', 'CONJ', 'ADV', 'ADV', 'ADP', 'VERB', 'ADP', 'DET', 'ADJ', 'X', 'PUNCT']","['', '', '', '', 'LOC', '', '', '', '', '', '', '', '', '', '', 'ORG', 'ORG', '']"
167,167,DATE,en,In which year did Norway refuse with a referendum to enter the European Community?,"['ADP', 'DET', 'NOUN', 'VERB', 'PROPN', 'VERB', 'ADP', 'DET', 'NOUN', 'PART', 'VERB', 'DET', 'PROPN', 'PROPN', 'PUNCT']","['', 'DATE', 'DATE', '', 'GPE', '', '', '', '', '', '', 'ORG', 'ORG', 'ORG', '']"
168,168,PERSON,it,Chi è il presidente jugoslavo?,"['PRON', 'VERB', 'DET', 'NOUN', 'ADJ', 'PUNCT']","['', '', '', '', '', '']"
169,169,PERSON,es,¿Quién es el presidente de Yugoslavia?,"['PUNCT', 'PRON', 'AUX', 'DET', 'NOUN', 'ADP', 'PROPN', 'PUNCT']","['MISC', 'MISC', '', '', '', '', 'ORG', '']"
170,170,PERSON,nl,Wie is de president van Joegoslavië?,"['PRON', 'VERB', 'DET', 'NOUN', 'ADP', 'NOUN', 'PUNCT']","['', '', '', '', '', 'ORG', '']"
171,171,PERSON,en,Who is the Yugoslavian president?,"['PRON', 'VERB', 'DET', 'ADJ', 'NOUN', 'PUNCT']","['', '', '', 'NORP', '', '']"
172,172,ORGANIZATION,it,Chi ha adottato una nuova Costituzione in Africa?,"['PRON', 'AUX', 'VERB', 'DET', 'ADJ', 'NOUN', 'ADP', 'PROPN', 'PUNCT']","['', '', '', '', '', 'LOC', '', 'LOC', '']"
173,173,ORGANIZATION,es,¿Qué país de África ha adoptado una nueva constitución?,"['PUNCT', 'DET', 'NOUN', 'ADP', 'PROPN', 'AUX', 'VERB', 'DET', 'ADJ', 'NOUN', 'PUNCT']","['MISC', 'MISC', '', '', 'LOC', '', '', '', '', '', '']"
174,174,ORGANIZATION,nl,In welk land in Afrika is een nieuwe grondwet aangenomen?,"['ADP', 'PRON', 'NOUN', 'ADP', 'NOUN', 'VERB', 'DET', 'ADJ', 'NOUN', 'VERB', 'PUNCT']","['', '', '', '', 'LOC', '', '', '', '', '', '']"
175,175,ORGANIZATION,en,Who adopted a new constitution in Africa?,"['PRON', 'VERB', 'DET', 'ADJ', 'NOUN', 'ADP', 'PROPN', 'PUNCT']","['', '', '', '', '', '', 'LOC', '']"
176,176,OTHER,it,Qual e` il risultato della partita ITALIA - NORVEGIA ai mondiali?,"['PRON', 'CONJ', 'VERB', 'DET', 'NOUN', 'ADJ', 'VERB', 'PROPN', 'PUNCT', 'PROPN', 'NOUN', 'ADJ', 'PUNCT']","['', '', '', '', '', '', '', 'MISC', '', 'ORG', '', '', '']"
177,177,OTHER,es,¿Cuál fue el resultado del partido Italia-Noruega del mundial de fútbol?,"['PUNCT', 'PRON', 'AUX', 'DET', 'NOUN', 'ADP', 'NOUN', 'PROPN', 'PUNCT', 'PROPN', 'ADP', 'NOUN', 'ADP', 'NOUN', 'PUNCT']","['MISC', 'MISC', '', '', '', '', '', 'ORG', '', 'LOC', '', '', '', '', '']"
178,178,OTHER,nl,Wat is de uitslag van de wedstrijd Italië-Noorwegen tijdens de WK?,"['PRON', 'VERB', 'DET', 'NOUN', 'ADP', 'DET', 'NOUN', 'NOUN', 'PUNCT', 'NOUN', 'ADP', 'DET', 'NOUN', 'PUNCT']","['', '', '', '', '', '', '', 'LOC', '', 'LOC', '', '', 'MISC', 'MISC']"
179,179,OTHER,en,What is the score of the Italy-Norway match at the football World Cup?,"['PRON', 'VERB', 'DET', 'NOUN', 'ADP', 'DET', 'PROPN', 'PUNCT', 'PROPN', 'NOUN', 'ADP', 'DET', 'NOUN', 'PROPN', 'PROPN', 'PUNCT']","['', '', '', '', '', '', 'GPE', '', 'GPE', '', '', '', '', 'EVENT', 'EVENT', '']"
180,180,DATE,it,Quando e`stata fondata la Repubblica del Sud Africa?,"['ADV', 'VERB', 'VERB', 'DET', 'NOUN', 'DET', 'PROPN', 'PROPN', 'PUNCT']","['', '', '', '', 'LOC', 'LOC', 'LOC', 'LOC', '']"
181,181,DATE,es,¿Cuándo se constituyó la República de Sudáfrica?,"['PUNCT', 'PRON', 'PRON', 'VERB', 'DET', 'PROPN', 'ADP', 'PROPN', 'PUNCT']","['MISC', 'MISC', '', '', '', 'LOC', 'LOC', 'LOC', '']"
182,182,DATE,nl,Wanneer is de republiek Zuid-Afrika gesticht?,"['CONJ', 'VERB', 'DET', 'NOUN', 'NOUN', 'PUNCT', 'NOUN', 'VERB', 'PUNCT']","['', '', '', '', 'LOC', '', 'LOC', '', '']"
183,183,DATE,en,When was the Republic of South Africa founded?,"['ADV', 'VERB', 'DET', 'PROPN', 'ADP', 'PROPN', 'PROPN', 'VERB', 'PUNCT']","['', '', 'GPE', 'GPE', 'GPE', 'GPE', 'GPE', '', '']"
184,184,PERSON,it,Chi è il fondatore dell'Ordine del Tempio Solare?,"['PRON', 'VERB', 'DET', 'NOUN', 'DET', 'PROPN', 'DET', 'PROPN', 'PROPN', 'PUNCT']","['', '', '', '', '', 'ORG', 'ORG', 'ORG', 'ORG', '']"
185,185,PERSON,es,¿Quién es el fundador de la Orden del Templo del Sol?,"['PUNCT', 'PRON', 'AUX', 'DET', 'NOUN', 'ADP', 'DET', 'PROPN', 'ADP', 'PROPN', 'ADP', 'PROPN', 'PUNCT']","['PER', 'PER', '', '', '', '', '', 'ORG', '', 'LOC', 'LOC', 'LOC', '']"
186,186,PERSON,nl,Wie is de oprichter van de Orde van de Zonnetempel?,"['PRON', 'VERB', 'DET', 'NOUN', 'ADP', 'DET', 'NOUN', 'X', 'ADP', 'X', 'PUNCT']","['', '', '', '', '', '', 'ORG', 'ORG', 'ORG', 'ORG', '']"
187,187,PERSON,en,Who is the founder of the Order of the Solar Temple?,"['PRON', 'VERB', 'DET', 'NOUN', 'ADP', 'DET', 'NOUN', 'ADP', 'DET', 'PROPN', 'PROPN', 'PUNCT']","['', '', '', '', '', 'ORG', 'ORG', 'ORG', 'ORG', 'ORG', 'ORG', '']"
188,188,MEASURE,it,A che eta` e` morto Joseph di Mambro?,"['ADP', 'SCONJ', 'ADV', 'NOUN', 'CONJ', 'NOUN', 'VERB', 'PROPN', 'ADP', 'PROPN', 'PUNCT']","['', '', '', '', '', '', '', 'PER', 'PER', 'PER', '']"
189,189,MEASURE,es,¿A qué edad murió Joseph di Mambro?,"['PUNCT', 'ADP', 'DET', 'NOUN', 'VERB', 'PROPN', 'PROPN', 'PROPN', 'PUNCT']","['MISC', 'MISC', '', '', '', 'PER', 'PER', 'PER', '']"
190,190,MEASURE,nl,Hoe oud was Joseph di Mambro toen hij stierf?,"['ADV', 'ADJ', 'VERB', 'NOUN', 'PROPN', 'PROPN', 'CONJ', 'PRON', 'VERB', 'PUNCT']","['', '', '', 'PER', 'PER', 'PER', '', '', '', '']"
191,191,MEASURE,en,How old was Joseph di Mambro when he died?,"['ADV', 'ADJ', 'VERB', 'PROPN', 'PROPN', 'PROPN', 'ADV', 'PRON', 'VERB', 'PUNCT']","['', '', '', 'PERSON', '', '', '', '', '', '']"
192,192,MEASURE,it,A che distanza si trova la Terra dal Sole?,"['ADP', 'DET', 'NOUN', 'PRON', 'VERB', 'DET', 'PROPN', 'PROPN', 'PROPN', 'PUNCT']","['', '', '', '', '', '', 'LOC', 'LOC', 'LOC', '']"
193,193,MEASURE,es,¿Cuál es la distancia entre la Tierra y el Sol?,"['PUNCT', 'PRON', 'AUX', 'DET', 'NOUN', 'ADP', 'DET', 'PROPN', 'CONJ', 'DET', 'PROPN', 'PUNCT']","['MISC', 'MISC', '', '', '', '', 'LOC', 'LOC', '', '', 'MISC', '']"
194,194,MEASURE,nl,Wat is de afstand tussen de zon en de aarde?,"['PRON', 'VERB', 'DET', 'NOUN', 'ADP', 'DET', 'NOUN', 'CONJ', 'DET', 'NOUN', 'PUNCT']","['', '', '', '', '', '', '', '', '', '', '']"
195,195,MEASURE,en,What is the distance between the Earth and the sun?,"['PRON', 'VERB', 'DET', 'NOUN', 'ADP', 'DET', 'PROPN', 'CCONJ', 'DET', 'NOUN', 'PUNCT']","['', '', '', '', '', '', 'LOC', '', '', '', '']"
196,196,MEASURE,it,A quanto ammonta la popolazione mondiale?,"['ADP', 'PRON', 'VERB', 'DET', 'NOUN', 'ADJ', 'PUNCT']","['', '', '', '', '', '', '']"
197,197,MEASURE,es,¿Cuál es la población mundial?,"['PUNCT', 'PRON', 'AUX', 'DET', 'NOUN', 'ADJ', 'PUNCT']","['MISC', 'MISC', '', '', '', '', '']"
198,198,MEASURE,nl,Hoe groot is de wereldbevolking?,"['ADV', 'ADJ', 'VERB', 'DET', 'NOUN', 'PUNCT']","['', '', '', '', '', '']"
199,199,MEASURE,en,What is the world population?,"['PRON', 'VERB', 'DET', 'NOUN', 'NOUN', 'PUNCT']","['', '', '', '', '', '']"
200,200,MEASURE,it,Quante nazioni partecipano alla Conferenza Mondiale sulla Popolazione?,"['DET', 'NOUN', 'VERB', 'NOUN', 'PROPN', 'ADJ', 'VERB', 'PROPN', 'PUNCT']","['', '', '', '', 'MISC', 'MISC', 'MISC', 'MISC', '']"
201,201,MEASURE,es,¿Cuántos países participaron en la Conferencia Mundial de Población?,"['PUNCT', 'NOUN', 'NOUN', 'VERB', 'ADP', 'DET', 'PROPN', 'PROPN', 'ADP', 'PROPN', 'PUNCT']","['', 'ORG', '', '', '', '', 'MISC', 'MISC', 'MISC', 'MISC', '']"
202,202,MEASURE,nl,Hoeveel landen nemen deel aan de Internationale Conferentie over Bevolking en Ontwikkeling?,"['NUM', 'NOUN', 'VERB', 'NOUN', 'ADP', 'DET', 'NOUN', 'PROPN', 'PROPN', 'PROPN', 'ADP', 'PROPN', 'PUNCT']","['', '', '', '', '', '', 'ORG', 'ORG', '', 'LOC', '', 'LOC', '']"
203,203,MEASURE,en,How many nations participate in the International Conference on Population?,"['ADV', 'ADJ', 'NOUN', 'VERB', 'ADP', 'DET', 'PROPN', 'PROPN', 'ADP', 'PROPN', 'PUNCT']","['', '', '', '', '', 'ORG', 'ORG', 'ORG', 'ORG', 'ORG', '']"
204,204,LOCATION,it,In quale città è stata organizzata la Conferenza Mondiale sulla Popolazione?,"['ADP', 'DET', 'NOUN', 'AUX', 'AUX', 'VERB', 'DET', 'PROPN', 'ADJ', 'VERB', 'PROPN', 'PUNCT']","['', '', '', '', '', '', '', 'MISC', 'MISC', 'MISC', 'MISC', '']"
205,205,LOCATION,es,¿En qué ciudad se celebró la Conferencia Mundial de Población?,"['PUNCT', 'ADP', 'DET', 'NOUN', 'PRON', 'VERB', 'DET', 'PROPN', 'PROPN', 'ADP', 'PROPN', 'PUNCT']","['', 'MISC', 'MISC', 'MISC', 'MISC', 'MISC', '', 'MISC', 'MISC', 'MISC', 'MISC', '']"
206,206,LOCATION,nl,In welke stad werd de Internationale Conferentie over Bevolking en Ontwikkeling gehouden?,"['ADP', 'PRON', 'NOUN', 'VERB', 'DET', 'NOUN', 'PROPN', 'PROPN', 'PROPN', 'ADP', 'PROPN', 'VERB', 'PUNCT']","['', '', '', '', '', 'ORG', 'ORG', '', 'LOC', '', 'LOC', '', '']"
207,207,LOCATION,en,In which city was the International Conference on Population held?,"['ADP', 'DET', 'NOUN', 'VERB', 'DET', 'PROPN', 'PROPN', 'ADP', 'PROPN', 'VERB', 'PUNCT']","['', '', '', '', 'ORG', 'ORG', 'ORG', 'ORG', 'ORG', '', '']"
208,208,DATE,it,In che anno la Spagna è entrata nella Comunità Europea?,"['ADP', 'DET', 'NOUN', 'DET', 'PROPN', 'AUX', 'VERB', 'ADJ', 'PROPN', 'PROPN', 'PUNCT']","['', '', '', '', 'LOC', '', '', '', 'ORG', 'ORG', '']"
209,209,DATE,es,¿En qué año entró España en la Comunidad Europea?,"['PUNCT', 'ADP', 'DET', 'NOUN', 'VERB', 'PROPN', 'ADP', 'DET', 'PROPN', 'PROPN', 'PUNCT']","['', 'MISC', 'MISC', 'MISC', 'MISC', 'MISC', 'MISC', 'MISC', 'MISC', 'MISC', 'MISC']"
210,210,DATE,nl,In welk jaar trad Spanje toe tot de Europese Gemeenschap?,"['ADP', 'PRON', 'NOUN', 'VERB', 'NOUN', 'ADV', 'ADP', 'DET', 'ADJ', 'X', 'PUNCT']","['', '', '', '', 'LOC', '', '', '', 'ORG', 'ORG', '']"
211,211,DATE,en,In which year did Spain enter the European Community?,"['ADP', 'DET', 'NOUN', 'VERB', 'PROPN', 'VERB', 'DET', 'PROPN', 'PROPN', 'PUNCT']","['', 'DATE', 'DATE', '', 'GPE', '', 'ORG', 'ORG', 'ORG', '']"
212,212,PERSON,it,Chi è il presidente del Parlamento Europeo?,"['PRON', 'VERB', 'DET', 'NOUN', 'DET', 'PROPN', 'PROPN', 'PUNCT']","['', '', '', '', '', 'ORG', 'ORG', '']"
213,213,PERSON,es,¿Quién es el presidente del Parlamento Europeo?,"['PUNCT', 'PRON', 'AUX', 'DET', 'NOUN', 'ADP', 'PROPN', 'PROPN', 'PUNCT']","['MISC', 'MISC', '', '', '', '', 'ORG', 'ORG', '']"
214,214,PERSON,nl,Wie is de voorzitter van het Europese Parlement?,"['PRON', 'VERB', 'DET', 'NOUN', 'ADP', 'DET', 'ADJ', 'X', 'PUNCT']","['', '', '', '', '', '', 'ORG', 'ORG', '']"
215,215,PERSON,en,Who is the president of the European Parliament?,"['PRON', 'VERB', 'DET', 'NOUN', 'ADP', 'DET', 'PROPN', 'PROPN', 'PUNCT']","['', '', '', '', '', 'ORG', 'ORG', 'ORG', '']"
216,216,PERSON,it,Chi è il presidente della Germania?,"['PRON', 'VERB', 'DET', 'NOUN', 'ADJ', 'PROPN', 'PUNCT']","['', '', '', '', '', 'LOC', '']"
217,217,PERSON,es,¿Quién es el presidente de Alemania?,"['PUNCT', 'PRON', 'AUX', 'DET', 'NOUN', 'ADP', 'PROPN', 'PUNCT']","['MISC', 'MISC', '', '', '', '', 'LOC', '']"
218,218,PERSON,nl,Wie is de Duitse bondspresident?,"['PRON', 'VERB', 'DET', 'ADJ', 'NOUN', 'PUNCT']","['', '', '', 'MISC', '', '']"
219,219,PERSON,en,Who is the president of Germany?,"['PRON', 'VERB', 'DET', 'NOUN', 'ADP', 'PROPN', 'PUNCT']","['', '', '', '', '', 'GPE', '']"
220,220,PERSON,it,Come si chiama il capo del governo federale australiano?,"['ADV', 'PRON', 'VERB', 'DET', 'NOUN', 'DET', 'NOUN', 'ADJ', 'ADJ', 'PUNCT']","['', '', '', '', '', '', '', '', '', '']"
221,221,PERSON,es,¿Cómo se llama el jefe de gobierno de Australia?,"['PUNCT', 'PRON', 'PRON', 'VERB', 'DET', 'NOUN', 'ADP', 'NOUN', 'ADP', 'PROPN', 'PUNCT']","['', 'LOC', '', '', '', '', '', '', '', 'LOC', '']"
222,222,PERSON,nl,Wie is het staatshoofd van Australië?,"['PRON', 'VERB', 'DET', 'NOUN', 'ADP', 'NOUN', 'PUNCT']","['', '', '', '', '', 'LOC', '']"
223,223,PERSON,en,What is the name of the head of the Australian Federal Government?,"['PRON', 'VERB', 'DET', 'NOUN', 'ADP', 'DET', 'NOUN', 'ADP', 'DET', 'ADJ', 'PROPN', 'PROPN', 'PUNCT']","['', '', '', '', '', '', '', '', 'ORG', 'ORG', 'ORG', 'ORG', '']"
224,224,DATE,it,Quando è stato istituito il GATT?,"['ADV', 'AUX', 'AUX', 'VERB', 'DET', 'PROPN', 'PUNCT']","['', '', '', '', '', 'ORG', '']"
225,225,DATE,es,¿Cuándo se creó el GATT?,"['PUNCT', 'PRON', 'PRON', 'VERB', 'DET', 'PROPN', 'PUNCT']","['MISC', 'MISC', '', '', '', 'ORG', '']"
226,226,DATE,nl,Wanneer is de GATT opgericht?,"['CONJ', 'VERB', 'DET', 'NOUN', 'VERB', 'PUNCT']","['', '', '', 'ORG', '', '']"
227,227,DATE,en,When was the GATT established?,"['ADV', 'VERB', 'DET', 'PROPN', 'VERB', 'PUNCT']","['', '', '', 'ORG', '', '']"
228,228,ORGANIZATION,it,Che cosa indica la sigla GATT?,"['DET', 'PRON', 'VERB', 'DET', 'NOUN', 'PROPN', 'PUNCT']","['', '', '', '', '', 'ORG', '']"
229,229,ORGANIZATION,es,¿Qué significan las siglas GATT?,"['PUNCT', 'PRON', 'VERB', 'DET', 'NOUN', 'PROPN', 'PUNCT']","['MISC', 'MISC', '', '', '', 'ORG', '']"
230,230,ORGANIZATION,nl,Waar staat GATT voor?,"['ADV', 'VERB', 'NOUN', 'ADV', 'PUNCT']","['', '', 'ORG', '', '']"
231,231,ORGANIZATION,en,What does GATT stand for?,"['PRON', 'VERB', 'PROPN', 'VERB', 'ADP', 'PUNCT']","['', '', 'ORG', '', '', '']"
